"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Area_Premise_Check","AREA_CHECK",NA,NA,"June",NA,"No_weapon_unarmed","673111","Central_Precinct","3",NA,"444547652","604008","White","Male","Yes",27,"445151660","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Area_Premise_Check","AREA_CHECK",NA,NA,"June",NA,"No_weapon_unarmed","571001","Central_Precinct","4",NA,"444547652","604008","White","Male","Yes",27,"445151660","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","981341","Central_Precinct","1",NA,"759547375","4005481","Black","Male","Yes",46,"763552856","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Felony","Saturday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,"1200_1759","Suspicious","SUSPICIOUS___PRIORITY",NA,NA,"May",NA,"No_weapon_unarmed","441391","Traffic","1",NA,"759547375","4005481","Black","Male","Yes",46,"763552856","Active","Active","Active",NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"September",NA,"No_weapon_unarmed","392581","East_Precinct","9",NA,"481548412","156784","White","Male","Yes",44,"481705196","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"September",NA,"No_weapon_unarmed","379280","East_Precinct","13",NA,"481548412","156784","White","Male","Yes",44,"481705196","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___COLD",NA,NA,"December",NA,NA,"558502","East_Precinct","1",NA,"448549282","246164","Black","Male","No",49,"448795446","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","No","Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Subject_Stop","PERSON_CONTACT_86",NA,NA,"May",NA,"No_weapon_unarmed","552100","North_Precinct","14",NA,"683547464","4018137","Hispanic","Male","No",19,"687565601","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___COLD",NA,NA,"December",NA,NA,"239271","East_Precinct","2",NA,"448549282","246164","Black","Male","No",49,"448795446","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___COLD",NA,NA,"December",NA,NA,"572201","East_Precinct","3",NA,"448549282","246164","Black","Male","No",49,"448795446","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___COLD",NA,NA,"December",NA,NA,"973138","East_Precinct","28",NA,"448549282","246164","Black","Male","No",49,"448795446","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"1200_1759","Assault","ASSAULT___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","1033151","Central_Precinct","3",NA,"112548829","391788","White","Female","Yes",29,"112940617","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"1200_1759","Assault","ASSAULT___PRIORITY",NA,NA,"October",NA,"No_weapon_unarmed","972240","Central_Precinct","13",NA,"112548829","391788","White","Female","Yes",29,"112940617","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Threat","THREAT___PRIORITY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"January",NA,NA,"981341","Central_Precinct","1",NA,"344545721","160592","White","Male","No",59,"344706313","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Threat","THREAT___PRIORITY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"January",NA,NA,"843231","Central_Precinct","2",NA,"344545721","160592","White","Male","No",59,"344706313","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"March",NA,"No_weapon_unarmed","340482","Central_Precinct","0",NA,"688546624","3766627","Native_American","Female","No",27,"692313251","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"March",NA,"No_weapon_unarmed","843231","Central_Precinct","2",NA,"688546624","3766627","Native_American","Female","No",27,"692313251","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"March",NA,"No_weapon_unarmed","753121","Central_Precinct","3",NA,"688546624","3766627","Native_American","Female","No",27,"692313251","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"311971","Central_Precinct","5",NA,"466549352","4132870","White","Male","Yes",44,"470682222","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"1020040","Central_Precinct","15",NA,"466549352","4132870","White","Male","Yes",44,"470682222","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"603800","Central_Precinct","17",NA,"466549352","4132870","White","Male","Yes",44,"470682222","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___WITH_WEAPON_*H","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"170361","North_Precinct","2",NA,"466549352","4132870","White","Male","Yes",44,"470682222","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY",NA,NA,"January",NA,"No_weapon_unarmed","714808","Central_Precinct","26",NA,"351545881","312881","Black","Female","No",46,"351858762","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"March",NA,"No_weapon_unarmed","882231","North_Precinct","2",NA,"261546620","509626","White","Male","Yes",27,"262056246","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","Yes","Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"March",NA,"No_weapon_unarmed","949741","North_Precinct","7",NA,"261546620","509626","White","Male","Yes",27,"262056246","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated","Yes","Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Harassment","HARASSMENT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","1064051","North_Precinct","4",NA,"307547290","358050","Black","Male","No",43,"307905340","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Saturday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Harassment","HARASSMENT___COLD",NA,NA,"May",NA,"No_weapon_unarmed","593300","North_Precinct","12",NA,"307547290","358050","Black","Male","No",43,"307905340","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Warrant","Saturday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","968339","North_Precinct","20",NA,"586549353","131325","Black","Male","Yes",66,"586680678","Active","Aggressive","Active",NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","66_100",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
NA,"IV","Arrest_Warrant","Saturday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","1097148","North_Precinct","28",NA,"586549353","131325","Black","Male","Yes",66,"586680678","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","66_100",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
NA,"IV","Arrest_Warrant","Saturday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"August",NA,"No_weapon_unarmed","972240","Central_Precinct","13",NA,"98548068","602321","White","Male","Yes",30,"99150389","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Warrant","Saturday",NA,NA,NA,"Control_Against_Resistance","Resisted_HC",NA,NA,NA,NA,NA,NA,"1200_1759","Unwanted_Person","UNWANTED_PERSON",NA,NA,"August",NA,"No_weapon_unarmed","183961","East_Precinct","5",NA,"98548068","602321","White","Male","Yes",30,"99150389","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Detained_and_Released","Saturday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___HIT_&_RUN___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","133261","East_Precinct","3",NA,"822549476","503266","Hispanic","Female","No",31,"823052742","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
NA,"IV","Detained_and_Released","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___HIT_&_RUN___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","851231","East_Precinct","3",NA,"822549476","503266","Hispanic","Female","No",31,"823052742","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
NA,"IV","Escaped","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Traffic_Stop","TRAFFIC_STOP",NA,NA,"October",NA,NA,"406181","East_Precinct","3",NA,"636548824","378058","Black","Male","No",31,"636926882","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Escaped","Saturday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Traffic_Stop","TRAFFIC_STOP",NA,NA,"October",NA,NA,"562201","East_Precinct","3",NA,"636548824","378058","Black","Male","No",31,"636926882","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,"Yes","January",NA,"No_weapon_unarmed","867231","East_Precinct","2",NA,"506545952","609196","Asian","Female","No",26,"507155148","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,"Yes","January",NA,"No_weapon_unarmed","777121","East_Precinct","3",NA,"506545952","609196","Asian","Female","No",26,"507155148","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT",NA,"Yes","October",NA,NA,"266472","North_Precinct","1",NA,"962548957","4167935","White","Female","No",36,"966716892","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT",NA,"Yes","October",NA,NA,"555100","North_Precinct","14",NA,"962548957","4167935","White","Female","No",36,"966716892","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Behavioral_Health","ECIT",NA,"Yes","October",NA,NA,"1062150","North_Precinct","14",NA,"962548957","4167935","White","Female","No",36,"966716892","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","673211","Central_Precinct","3",NA,"540548343","4015240","Asian","Male","No",22,"544563583","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","1098151","Central_Precinct","3",NA,"540548343","4015240","Asian","Male","No",22,"544563583","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,"Yes","December",NA,"No_weapon_unarmed","227170","North_Precinct","14",NA,"788549285","155174","Black","Female","Yes",58,"788704459","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,"Yes","December",NA,"No_weapon_unarmed","786720","North_Precinct","17",NA,"788549285","155174","Black","Female","Yes",58,"788704459","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,"Yes","December",NA,"No_weapon_unarmed","198958","North_Precinct","30",NA,"788549285","155174","Black","Female","Yes",58,"788704459","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Welfare_Check","WELFARE_CHECK___COLD",NA,NA,"May",NA,"No_weapon_unarmed","752121","Central_Precinct","3",NA,"756547375","615657","Hispanic","Male","Yes",29,"757163032","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","710512","Central_Precinct","0",NA,"540548343","4015240","Asian","Male","No",22,"544563583","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","August",NA,"No_weapon_unarmed","311971","Central_Precinct","5",NA,"540548343","4015240","Asian","Male","No",22,"544563583","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Release_to_Medical","Saturday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV","Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,"0000_0559","Behavioral_Health","ECIT",NA,"Yes","December","Needle___Spit___Bodily_Fluids",NA,"818121","North_Precinct","4",NA,"798549475","4074577","White","Male","No",20,"802624052","Active","Active","Active","Active",NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
